Sheet,nome,status,Answer-status,Name,Answer-Name,Address,A - Address,Address Wrong,Address Wrong,Address Wrong-Word Missing,Address Wrong-Word Missing,Address Wrong-Minor Mistake,Address Wrong-Minor Mistake,Address Wrong-Major Mistake,Address Wrong-Major Mistake,Category,A - Category,Business Hour,A - Business Hour,Tel,A - Tel,Final result,"After Appeal
Practice 2,"Dtwo Wedding | Vestidos de Festa127, Rua Venezuela, Ponta Aguda, Blumenau, Região Geográfica Imediata de Blumenau, Região Geográfica Intermediária de Blumenau, Santa Catarina, 89050-000, BrasilopenShopping, Clothing Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information""]","[""Other Information""]","[""Wrong House Number""]","[""Wrong House Number""]",Correct,Correct,UV,UV,Correct,Correct,Right,Right,No,
Practice 2,"Rodrigo Porta PhotographyRua Rangel Pestana, Cidade Alta, Piracicaba, Piracicaba, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13419100, BrasilopenService, Photography Service, Photographer",UV,UV,Correct,Correct,UV,Wrong,null,"[""Minor Mistake"",""Major Mistake""]",null,null,null,"[""Other Information"",""Repetition""]",null,"[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,Correct,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Segurança OperáriaAvenida dos Municípios, Operário, Campo Bom, Campo Bom, Região Geográfica Imediata de Novo Hamburgo - São Leopoldo, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 93542-870, BrasilopenService, Security Service, Security Service",UV,UV,UV,Correct,UV,UV,null,null,null,null,null,null,null,null,UV,Correct,UV,Correct,UV,UV,Fail,Right,Yes,Name
Practice 2,"Kennifa Santos - Espaço Estética e BelezaManaus, Amazonas, BrazilopenService, Health and Beauty Service, Beauty Salon",UV,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,"Name,Catergory"
Practice 2,"Doce PimentaAvenida Rubens Caramez, Vila Aurora, Parque Suburbano, Itapevi, Itapevi, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 06663-300, BrasilopenShopping, Clothing Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,Wrong,UV,UV,Correct,Fail,Fail,Yes,"Status,Address,BH,Tel"
Practice 2,"Bless Moda MasculinaAvenida General Carlos Guedes, Campo Alegre, Campo Alegre, Regional Norte, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 31720-440, BrasilopenShopping, Clothing Store, Man Clothing Store",Correct,null,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Road Name"",""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,UV,UV,UV,Fail,Right,Yes,"Status,Address"
Practice 2,"GasSolar Aquecedores e AcessóriosAvenida Antônio Frederico Ozanam, Vila Agostinho Zambon, Vila Rio Branco, Jundiaí, Jundiaí, Região Imediata de Jundiaí, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13215-011, BrasilopenOffice and Industrial, Company, Heating Equipment Supplier",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Missing House Number""]","[""Other Information"",""Repetition"",""Misspell""]","[""Repetition"",""Other Information""]",null,null,Correct,Correct,Correct,Correct,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"ÁPICE PROFISSIONALRua Flores Do Piauí, Rua Flores do Piauí, Vila Carmosina, Itaquera, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 08210-200, BrasilopenEducation, School, Private School",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Minor Mistake"",""Word Missing""]","[""Missing House Number""]","[""Missing Road Name""]","[""Repetition"",""Other Information""]","[""Other Information"",""Repetition""]",null,null,Correct,Correct,Wrong,UV,UV,UV,Fail,Fail,Yes,Address
Practice 2,"Bike Shop MaringaAvenida Mauá, 2857, Avenida Mauá, Zona 01, Maringá, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, Região Sul, 87013020, BrasilopenShopping, Sporting Goods Store, Bicycle Store",Correct,UV,Correct,Correct,Wrong,UV,"[""Major Mistake"",""Minor Mistake""]",null,null,null,"[""Other Information"",""Repetition""]",null,"[""Wrong House Number"",""Wrong Province/City/District/Town""]",null,Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 2,"Oficina Dois IrmãosRua Carlos Kampfert, Santa Cecília, Região Geográfica Imediata de Curitibanos, Região Geográfica Intermediária de Lages, Santa Catarina, 89540-000, BrasilopenService, Automotive Service, Automotive Repair",UV,UV,UV,Correct,UV,Wrong,null,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,"[""Wrong Province/City/District/Town"",""Wrong Road Name""]",UV,Correct,UV,Wrong,UV,UV,Fail,Fail,Yes,Name
Practice 2,"Dantral Comércio e Servicos ElétricosRua Zeferino Alves de Oliveira, Núcleo Ponta Alta, Bonsucesso, Jardim Presidente Dutra, Guarulhos, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 07179-000, BrasilopenOffice and Industrial, Company, Electrical Engineer",UV,UV,Correct,Correct,Wrong,UV,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,"[""Wrong Province/City/District/Town""]",null,Correct,Correct,UV,UV,Correct,UV,Fail,Right,Yes,Address
Practice 2,"Maxifarma MatinhosAvenida Londrina, Caiobá, Matinhos, Região Geográfica Imediata de Paranaguá, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 83260-000, BrasilopenHealth, Health and Medicine Store, Pharmacy",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Asssociação Comunitária do Bairro SiderurgiaRua da Fiel, Siderurgia, Ouro Branco, Região Geográfica Imediata de Conselheiro Lafaiete, Minas Gerais, Região Sudeste, 36420000, BrasilopenOffice and Industrial, Community Center",Correct,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,"Status,Name,Catergory,Tel"
Practice 2,"DepilartEstrada da Curva do Carneiro, Vila dos Comerciários, Lorena, Lorena, Região Imediata de Guaratinguetá, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 12610-520, BrasilopenService, Health and Beauty Service, Hair Removal Service",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Major Mistake"",""Minor Mistake"",""Others""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]",null,"[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Other Information"",""Repetition""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 2,"Advogada - Ana GuilhermeRua Dercy Gonçalves, Adrianópolis, Manaus, Manaus, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69000-000, BrasilopenService, Legal Service, Tax Attorney",UV,UV,UV,UV,UV,UV,null,null,null,null,null,null,null,null,UV,UV,UV,UV,UV,UV,Right,Right,No,
Practice 2,"Lanches MariniAv Pio XII, Capivari, Capivari, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13370-000, BrasilopenFood and Drink, Restaurant, Snack Bar",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing Province/City/District/Town"",""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]",null,null,Correct,Correct,UV,Correct,Correct,Correct,Fail,Right,Yes,"Address,BH"
Practice 2,"Carol Centro Integrado de EstéticaRua Voluntários da Pátria, Botafogo, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22260-005, BrasilopenHealth, Clinic, Orthopedic Surgeon",UV,UV,Wrong,Wrong,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Missing Floor/Room Number"",""Missing House Number""]","[""Other Information""]","[""Other Information"",""Repetition""]",null,null,Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Kindrone Imagens Aereas266, Rua Capitão Ferraiuolo, Água Rasa, Água Rasa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03348-000, BrasilopenService, Photography Service, Aerial Photographer",UV,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,Address
Practice 2,"Borba Móveis1329, Rodovia José Spilere, Vila Higino Romagna, Nova Veneza, Região Geográfica Imediata de Criciúma, Região Geográfica Intermediária de Criciúma, Santa Catarina, 88868-000, BrasilopenShopping, Furniture and Home Store",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information""]","[""Other Information""]","[""Wrong Road Name"",""Wrong House Number"",""Wrong Province/City/District/Town""]","[""Wrong House Number""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Empporium Frei Caneca - Revendedor Exclusivo Deca2150, Avenida Ayrton Senna, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-900, BrasilopenOffice and Industrial, Company",Correct,UV,Wrong,Wrong,Wrong,Wrong,"[""Word Missing"",""Minor Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing Building Name"",""Missing Floor/Room Number""]","[""Missing Floor/Room Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,Wrong,UV,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"VIA MAR ACTIVEWEARRua General Aldemar Rocha, Jóquei, Teresina, Região Geográfica Imediata de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, 64049740, BrasilopenShopping, Sporting Goods Store, Sportswear Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,UV,Correct,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"Andriolli e Azevedo - Advogados em AmericanaRua José Ferreira Aranha, Girassol, Americana, Americana, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13465240, BrasilopenService, Legal Service",UV,UV,Correct,Wrong,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Province/City/District/Town""]",null,Correct,Correct,Correct,Correct,Correct,Correct,Fail,Right,Yes,Name
Practice 2,"Thiago MultimarcasRua Oscar Dias de Macedo, Jardim das Araucárias II, Castro, Região Geográfica Imediata de Ponta Grossa, Região Geográfica Intermediária de Ponta Grossa, Paraná, Região Sul, 84172-520, BrasilopenShopping, Automotive Retail, Car Dealership, Used Car Dealership",UV,UV,Correct,Correct,Wrong,UV,"[""Minor Mistake"",""Major Mistake""]",null,null,null,"[""Other Information""]",null,"[""Wrong Road Name""]",null,Correct,Correct,Wrong,UV,Correct,UV,Fail,Right,Yes,"Address,BH,Tel"
Practice 2,"Cirúrgica GonçalvesRua Ipião, Centro, Araxá, Região Geográfica Imediata de Araxá, Região Geográfica Intermediária de Uberaba, Minas Gerais, Região Sudeste, 38180-084, BrasilopenOther POI",UV,UV,Correct,Correct,Wrong,UV,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,"[""Wrong Road Name""]",null,Wrong,Wrong,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"1º Oficio de Registro GaruvaAvenida Celso Ramos, Centro, Garuva, Região Geográfica Imediata de Joinville, Região Geográfica Intermediária de Joinville, Santa Catarina, 89248-000, BrasilopenOffice and Industrial, Office",UV,UV,UV,Correct,UV,Wrong,null,"[""Word Missing"",""Minor Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,null,UV,Correct,UV,UV,UV,Correct,Fail,Right,Yes,Name
Practice 2,"Residencial Parque dos LagosMogi Guacu, Sao Paulo, BrazilcloseResidential, Apartment Complex",Wrong,UV,Correct,UV,Wrong,UV,"[""Word Missing""]",null,"[""Missing House Number"",""Missing Road Name""]",null,null,null,null,null,Correct,UV,Correct,UV,Correct,UV,Fail,Right,Yes,"Status,Name,Address,Catergory,BH,Tel"
Practice 2,"Plantão de Vendas Yticon - MaringáAvenida Mandacaru, Conjunto Residencial Planvile, Maringá, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, Região Sul, 87080-563, BrasilopenOffice and Industrial, Company, Construction Company",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,Correct,UV,Correct,UV,Fail,Right,Yes,"Address,BH,Tel"
Practice 2,"Democratas Diretório Regional do Paraná42, Rua José Sabóia Cortes, Ahú, Curitiba, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 80504-000, BrasilopenOffice and Industrial, Organization, Political Party",null,UV,Wrong,Correct,null,UV,null,null,null,null,null,null,null,null,null,UV,null,UV,null,UV,Fail,Right,Yes,Name
Practice 2,"Granvittà Medicina Fetal e Saúde da MulherRua Bento Gonçalves, Centro, Primeiro Distrito, Caxias do Sul, Região Geográfica Imediata de Caxias do Sul, Região Geográfica Intermediária de Caxias do Sul, Rio Grande do Sul, Região Sul, 95020-412, BrasilopenOffice and Industrial, Company",Correct,Correct,Correct,Correct,UV,Wrong,null,"[""Word Missing"",""Major Mistake"",""Minor Mistake""]",null,"[""Missing House Number"",""Missing Floor/Room Number""]",null,"[""Other Information""]",null,"[""Wrong Road Name""]",Wrong,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,"Address,Catergory"
Practice 2,"BARROS DISTRIBUIDORA DE PEÇAS AUTOMOTIVASManaus, Amazonas, BrazilopenOffice and Industrial, Company",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing"",""Major Mistake""]","[""Missing Road Name"",""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing House Number"",""Missing Road Name""]",null,null,null,"[""Wrong Province/City/District/Town""]",Correct,Correct,UV,UV,UV,UV,Fail,Right,Yes,Address
Practice 2,"Atual Card Chapecó2027, Avenida São Pedro - E, Jardim América, Chapecó, Região Geográfica Imediata de Chapecó, Região Geográfica Intermediária de Chapecó, Santa Catarina, 89803-402, BrasilopenService, Print/copy Store",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Major Mistake""]",null,null,"[""Other Information""]",null,"[""Wrong Province/City/District/Town""]","[""Wrong House Number""]",Correct,Correct,Wrong,UV,Correct,Correct,Fail,Fail,No,
Practice 2,"Okamura EquipamentosRua Adélia, Granja Viana, Cotia, Cotia, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 06708230, BrasilopenService, Agriculture, Livestock and Forestry Service, Farm Equipment Supplier",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Major Mistake"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Other Information"",""Repetition""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,UV,UV,Correct,UV,Fail,Right,Yes,"Address,Tel"
Practice 2,"VenuxxPlaza II, Rua James Joule, Brooklin Novo, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04571-011, BrasilopenService, Transportation Service",UV,UV,Correct,Correct,UV,UV,null,null,null,null,null,null,null,null,Correct,Correct,UV,UV,Correct,UV,Fail,Right,Yes,Tel
Practice 2,"Kumon Unidade Santos DumontAlameda Santos Dumont, Conjunto Santos Dumont, Da Paz, Manaus, Manaus, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69000-000, BrasilopenEducation, School",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Missing Floor/Room Number"",""Missing House Number""]","[""Other Information"",""Repetition""]","[""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,Correct,Correct,Correct,UV,Fail,Right,Yes,"Address,Tel"
Practice 2,"HF IMPORTADOSRua Capitão Vanderley, Piçarreira, Teresina, Região Geográfica Imediata de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, 64055-330, BrasilopenShopping, Computers and Electronics Retail, Electronics Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,UV,Correct,UV,Correct,Fail,Fail,Yes,"Address,BH"
Practice 2,"Salva Meu Cabelo!Rua Francisco Guimarães, Bosque, Alvorada, Vila Velha, Região Geográfica Imediata de Vitória, Região Metropolitana da Grande Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29117-126, BrasilopenShopping, Cosmetics Store",UV,UV,Correct,Correct,Wrong,UV,"[""Minor Mistake"",""Word Missing""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,null,null,Correct,UV,UV,UV,Correct,Correct,Fail,Right,Yes,"Address,Catergory"
Practice 2,"SERVTECH assistência técnicaRua do Acripreste, Jardim Santo Antoninho, Cidade Ademar, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04368-110, BrasilopenShopping, Furniture and Home Store, Home Appliance Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]",null,"[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,"[""Wrong Road Name""]",Correct,Correct,UV,UV,UV,UV,Fail,Fail,No,
Practice 2,"Apego DoceRua Eufrásio de Oliveira, Belo Horizonte, Mossoró, Mossoró, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, 59604200, BrasilopenShopping, Food and Beverage Retail, Candy Store",UV,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,UV,UV,Fail,Right,Yes,Name
Practice 2,"Caldeiraria e Funilaria Pavão - reforma e manutenção de equipamentos agrícolas, rodoviários e automotivosSanta Cruz das Palmeiras, Sao Paulo, BrazilopenService, Repair Service",UV,UV,Correct,Wrong,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Road Name"",""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]",null,null,null,null,Correct,Correct,Correct,Correct,Correct,Correct,Fail,TBD,Yes,
Practice 2,"Vallis Clínica MédicaAvenida Damião Junqueira de Souza, Nossa Senhora de Fátima, São Lourenço, Região Geográfica Imediata de São Lourenço, Região Geográfica Intermediária de Pouso Alegre, Minas Gerais, Região Sudeste, 37470000, BrasilopenHealth, Clinic",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Road Name"",""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"Bella JuSao Jose do Rio Preto, Sao Paulo, BrazilopenShopping, Clothing Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Road Name"",""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Road Name"",""Missing Province/City/District/Town"",""Missing House Number""]",null,null,null,null,Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"CASA DE REPOUSO - Chácara Mandaqui141, Rua Doutor Orlando Zamitti Mammana, Vila Aurora, Mandaqui, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 02417-022, BrasilopenHealth, Hospice",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information""]","[""Other Information"",""Repetition""]","[""Wrong House Number""]","[""Wrong House Number""]",Correct,Correct,Wrong,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 2,"Continuum Private Assessoria de InvestimentosS2 Leste, Setor de Autarquias Sul, Setor de Autarquias Sul, Brasília, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, 70070-120, BrasilopenService, Financial Service, Financial Planner",Correct,UV,Correct,Correct,Wrong,UV,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]",null,"[""Missing Building Name"",""Missing Floor/Room Number""]",null,"[""Other Information"",""Repetition""]",null,"[""Wrong Province/City/District/Town""]",null,Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"Agrisolo Comércio e ServiçosFraiburgo, Santa Catarina, BrazilopenOffice and Industrial, Company, Construction Company",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]","[""Missing Road Name"",""Missing House Number""]",null,null,null,null,Correct,Correct,Wrong,Wrong,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Consórcio Embracon Belém2438, Travessa 14 de Março, Cremação, Belém, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, 66040-360, BrasilopenService, Financial Service",Correct,null,Correct,Wrong,Wrong,null,"[""Major Mistake"",""Minor Mistake""]",null,null,null,"[""Other Information"",""Repetition""]",null,"[""Wrong Road Name"",""Wrong House Number"",""Wrong Province/City/District/Town""]",null,Correct,null,Wrong,null,Correct,null,Fail,Right,Yes,"Status,Name,Address,Catergory,BH,Tel"